#ID,MAC,SSID,Frequency,Signal,Alt,Lon,Lat,Time
19,ec:8c:a2:08:a9:28,Ariel_University,11,-71.0,32.10348896923535,35.2078073410936,690.6196643401487,2017-12-03 08:37:58
20,1c:b9:c4:15:3a:3c,Ariel_University,44,-82.0,32.102049558737974,35.209700125739744,691.6370838774571,2017-12-03 08:41:47
21,04:a1:51:13:13:37,,-1,-76.0,32.16453896066818,34.80708913802967,23.12857481603713,2017-10-27 16:38:02
22,b2:6c:ac:a0:3d:eb,sinusafe,3,-72.0,32.102542962707886,35.20929300701493,689.9999999999999,2017-12-03 08:45:30
23,10:0d:7f:88:fd:88,,-1,-89.0,32.16854703,34.80030064,34.0,2017-10-27 16:20:57
24,ec:8c:a2:08:a9:2c,,-1,-81.0,32.1037670445359,35.20783817161773,690.3820821832278,2017-12-03 08:38:25
25,48:ee:0c:3a:19:c7,,-1,-82.0,32.16805702538443,34.80341157253005,34.36980380543297,2017-10-27 16:20:22
26,c8:be:19:0c:af:01,,-1,-79.0,32.17319285798832,34.80963035629498,41.601568820570535,2017-10-27 16:26:40
27,8e:15:44:a9:32:e6,,-1,-92.0,32.16767714,34.80987434,38.0,2017-10-27 16:35:31
28,14:ae:db:58:0d:6d,__ery,11,-91.0,32.102587987632525,35.20759021123835,693.1085203108703,2017-12-03 08:37:33
29,d8:37:be:f1:86:c9,,-1,-76.0,32.16844352414067,34.80111571997686,33.82541069582763,2017-10-27 16:20:54
30,74:da:38:a9:1c:df,,-1,-74.0,32.16566472299389,34.811318717680244,37.86566487633612,2017-10-27 16:42:54
31,5c:83:8f:33:b9:e8,,-1,-85.0,32.16655618,34.80938792,28.0,2017-10-27 16:43:04
32,00:1a:dd:f4:fc:85,Afikim_Wifi,8,-78.0,32.106211489963755,35.211948387352535,689.2763252871639,2017-12-03 08:39:19
33,b4:ee:b4:ac:ce:70,,-1,-93.0,32.168023330000004,34.80472819,32.5,2017-10-27 16:25:16
34,10:5a:f7:06:d2:09,,-1,-85.0,32.17326314,34.80906361,39.5,2017-10-27 16:26:40
35,94:57:a5:4d:eb:8b,,-1,-92.0,32.16794054485155,34.80552467949036,33.98576675849403,2017-10-27 16:19:45
36,c0:ff:d4:7b:82:30,,-1,-85.0,32.1675413579486,34.80939777498997,28.45589584962099,2017-10-27 16:17:04
37,0c:f4:d5:5b:d8:38,,-1,-86.0,32.16817090499999,34.800637564999995,26.0,2017-10-27 16:23:52
38,ec:8c:a2:08:94:18,Ariel_University,1,-60.0,32.10315117800348,35.208759577150325,692.5356935577481,2017-12-03 08:45:45
39,ec:8c:a2:08:a9:38,Ariel_University,6,-81.0,32.10287605424633,35.20762006284876,692.9756463451686,2017-12-03 08:37:13
40,c0:4a:00:ba:e8:f6,,-1,-86.0,32.16875537670013,34.8120624827107,31.37357992073976,2017-10-27 16:13:51
41,3c:1e:04:07:95:7b,,-1,-87.0,32.16203317,34.80861643,17.0,2017-10-27 16:39:41
42,3c:1e:04:07:95:7c,,-1,-91.0,32.16203317,34.80861643,17.0,2017-10-27 16:39:41
43,00:1a:dd:f4:fc:84,,8,-77.0,32.10621148996376,35.21194838735254,689.276325287164,2017-12-03 08:39:19
44,d8:38:fc:26:ec:1c,,-1,-88.0,32.168990215,34.80023382500001,31.000000000000004,2017-10-27 16:23:36
45,a2:6c:ac:a0:60:4d,,-1,-72.0,32.104588640889915,35.20967039800127,691.3974187494168,2017-12-03 08:45:13
46,84:34:97:ac:a1:5c,,-1,-94.0,32.16971928,34.80041492,30.0,2017-10-27 16:23:20
47,fa:8f:ca:93:a5:64,,-1,-73.0,32.16721269729171,34.807736516478734,25.650417900498713,2017-10-27 16:36:22
48,ec:8c:a2:08:a9:3c,Ariel_University,36,-75.0,32.10302546935894,35.2077093808174,690.987329828634,2017-12-03 08:37:39
49,d4:6e:0e:cf:bc:ca,,-1,-84.0,32.17135024286097,34.80723546985324,38.438294302636784,2017-10-27 16:25:57
50,1c:b9:c4:16:05:7c,Ariel_University,36,-89.0,32.10486030797207,35.21038155580431,715.6509065249478,2017-12-03 08:42:59
51,46:d9:e7:03:ff:09,,-1,-86.0,32.168332045,34.802141184999996,33.0,2017-10-27 16:20:42
52,06:18:d6:a9:2e:98,,-1,-81.0,32.16176282,34.80915551,27.0,2017-10-27 16:39:49
53,a2:6c:ac:a0:60:55,incentive2,36,-82.0,32.104570548146036,35.20967654574805,712.6902443368599,2017-12-03 08:45:16
54,c4:12:f5:f7:74:f2,,-1,-81.0,32.16475405,34.81137867,33.0,2017-10-27 16:41:31
55,6c:3b:6b:76:4e:e1,,-1,-90.0,32.16788634,34.80957568,23.0,2017-10-27 16:44:22
56,1c:b9:c4:15:23:5c,Ariel_University,36,-91.0,32.10407930062731,35.20894493919269,693.2106002961865,2017-12-03 08:41:10
57,58:70:c6:fb:96:30,YICarCam_fb9630,5,-88.0,32.10473133,35.21000489,686.9999999999999,2017-12-03 08:49:58
58,00:1d:aa:0f:51:38,,-1,-87.0,32.16272226,34.8069622,22.0,2017-10-27 16:39:29
59,1c:b9:c4:16:e5:ac,Ariel_University,36,-88.0,32.10360554777893,35.20981182556972,696.9845369879257,2017-12-03 08:42:17
60,4c:60:de:d1:da:80,,-1,-77.0,32.17156528163937,34.80114785339278,35.397593310663936,2017-10-27 16:21:32
61,14:ae:db:44:c5:45,,-1,-83.0,32.168032121168046,34.80399517607397,34.02295892376558,2017-10-27 16:20:34
62,06:8d:cb:6e:71:6d,,-1,-80.0,32.16762240396037,34.809799192626876,40.478732060927385,2017-10-27 16:18:38
63,dc:4a:3e:39:49:a7,,-1,-82.0,32.16223900882156,34.80810727226922,21.610881897885513,2017-10-27 16:39:38
64,50:c7:bf:7d:66:22,,-1,-94.0,32.16832918666666,34.80230237666666,33.99999999999999,2017-10-27 16:20:46
65,8c:0c:90:2f:36:58,,-1,-71.0,32.104750058252755,35.21003008592446,695.3066554602348,2017-12-03 08:45:12
66,08:6a:0a:57:c1:72,,-1,-87.0,32.172596122499996,34.80777736,45.25,2017-10-27 16:26:25
67,1c:b9:c4:15:1c:bc,Ariel_University,36,-90.0,32.103388164157224,35.209780212663475,713.0579802632583,2017-12-03 08:46:43
68,1c:b9:c4:94:2f:67,,36,-84.0,32.102934740850216,35.20878314332855,707.5299710413921,2017-12-03 08:50:36
69,00:78:9e:fa:33:72,,-1,-89.0,32.169820445,34.800473184999994,33.0,2017-10-27 16:21:28
70,14:ae:db:4e:2f:15,,-1,-84.0,32.16539992,34.81160634,38.0,2017-10-27 16:41:40
71,92:4c:a5:1a:71:67,,-1,-78.0,32.16602039,34.8084001,24.0,2017-10-27 16:37:38
72,1c:b9:c4:16:05:78,,-1,-78.0,32.104538218764056,35.20978327504329,699.3340276153539,2017-12-03 08:45:28
73,1c:b9:c4:15:23:58,,-1,-78.0,32.104051165,35.209245190000004,689.0,2017-12-03 08:50:25
74,c0:ac:54:f8:0c:1f,,-1,-85.0,32.16787855570241,34.80402172777375,43.047938053788755,2017-10-27 16:24:28
75,1c:b9:c4:16:f1:48,Ariel_University,1,-73.0,32.10223409719851,35.20898722248927,688.5613338875419,2017-12-03 08:41:44
76,30:e1:71:c5:17:eb,,-1,-84.0,32.16718034038099,34.80781175060432,29.926437722119708,2017-10-27 16:36:10
77,7c:b7:33:be:e3:b6,,-1,-84.0,32.17094993,34.80087842,27.999999999999996,2017-10-27 16:21:36
78,c4:12:f5:84:32:e0,,-1,-86.0,32.16953969,34.80034923,33.99999999999999,2017-10-27 16:23:27
79,30:46:9a:23:af:c0,,-1,-85.0,32.162496605,34.80993314,27.0,2017-10-27 16:41:09
80,1c:b9:c4:96:cd:17,,36,-89.0,32.10544864407,35.21192983211316,691.5885470680464,2017-12-03 08:39:34
81,f0:7f:06:02:21:3d,,-1,-87.0,32.16554458669969,34.81158490138801,37.47753943217666,2017-10-27 16:42:34
82,0c:f4:d5:7c:74:23,,-1,-92.0,32.17185891,34.80124727,41.0,2017-10-27 16:22:24
83,f0:7f:06:02:21:3c,,-1,-84.0,32.165539319572446,34.81159651097388,38.32779097387174,2017-10-27 16:42:30
84,f0:7f:06:02:21:3f,,-1,-85.0,32.16553788018835,34.81159777417476,36.910293561799165,2017-10-27 16:42:34
85,f0:7f:06:02:21:3e,,-1,-87.0,32.16554510721767,34.81158382214889,38.91015772870662,2017-10-27 16:42:30
86,74:da:38:c3:45:a5,,-1,-79.0,32.16439871,34.811024986666666,38.333333333333336,2017-10-27 16:41:40
87,24:79:2a:2b:24:98,Ariel_University,1,-81.0,32.10409724906714,35.21076608033981,696.370012714988,2017-12-03 08:42:32
88,14:ae:db:4c:d1:55,,-1,-84.0,32.17188178130659,34.808811989212565,40.61418474875961,2017-10-27 16:27:41
89,7c:b7:33:2c:95:41,,-1,-77.0,32.16208043217609,34.808452140577316,20.993590008684503,2017-10-27 16:39:33
90,80:37:73:e6:96:d3,,-1,-90.0,32.164647675000005,34.811241435,35.50000000000001,2017-10-27 16:41:37
91,80:37:73:e6:96:d2,,-1,-81.0,32.164756493861496,34.81130825035975,36.38772300584853,2017-10-27 16:41:37
92,84:c9:b2:4a:e7:87,dlink,2,-86.0,32.1044140461797,35.20788087493433,689.949696463844,2017-12-03 08:38:22
93,c8:d3:ff:f9:48:a5,,-1,-77.0,32.16961403577104,34.81086728199094,31.870343115544216,2017-10-27 16:27:43
94,00:8c:54:90:ce:d1,victoria,11,-89.0,32.10251743683182,35.2073387273908,695.5775665899108,2017-12-03 08:37:24
95,d8:fe:e3:02:93:49,,-1,-87.0,32.172938579177156,34.81073948033394,36.37083663468027,2017-10-27 16:26:49
96,02:1d:aa:7c:8c:f8,,-1,-79.0,32.167117902569984,34.80811038633771,35.05509506008335,2017-10-27 16:36:23
97,c0:ac:54:f9:08:da,,-1,-79.0,32.17324726,34.80921234,39.0,2017-10-27 16:26:37
98,1c:b9:c4:15:3a:28,Ariel_University,1,-87.0,32.105448644069995,35.21192983211315,691.5885470680463,2017-12-03 08:39:34
99,9c:d6:43:23:99:91,,-1,-87.0,32.167938897004134,34.80350812194476,37.646673929665226,2017-10-27 16:24:53
100,6a:12:f5:f9:5e:71,,-1,-79.0,32.16874179028903,34.812670652999074,38.405195005395406,2017-10-27 16:15:52
101,24:79:2a:2b:24:9c,Ariel_University,36,-87.0,32.104065424799884,35.21056380796895,697.5076283965511,2017-12-03 08:42:32
102,c4:12:f5:84:50:3f,,-1,-88.0,32.167939075,34.803456265,36.0,2017-10-27 16:25:06
103,f8:d1:11:b1:92:4c,,-1,-91.0,32.16557919,34.81156458,41.0,2017-10-27 16:42:18
104,84:16:f9:e5:fa:66,,-1,-93.0,32.17262741,34.81166081,26.0,2017-10-27 16:26:58
105,1c:b9:c4:16:f1:5c,Ariel_University,52,-77.0,32.10330551636412,35.2097486595165,703.318531857017,2017-12-03 09:00:33
106,8e:15:44:ac:d4:e4,,-1,-88.0,32.167168113331755,34.80789848902448,39.44829678105711,2017-10-27 16:18:57
107,e8:1d:a8:03:91:08,,-1,-82.0,32.17189180392492,34.8012356508536,38.97575846617204,2017-10-27 16:22:24
108,1c:b9:c4:16:f1:58,Ariel_University,6,-72.0,32.10300905073005,35.209640495955334,698.6770275564842,2017-12-03 09:00:33
109,1c:b9:c4:15:3a:38,Ariel_University,11,-74.0,32.10200006234688,35.209605771814374,706.5114968281216,2017-12-03 08:50:55
110,48:ee:0c:3e:86:dd,tachlit3,7,-85.0,32.10239981379234,35.20885119884368,688.7272815743102,2017-12-03 08:41:40
111,8a:ff:b4:f8:5c:3a,,-1,-85.0,32.170725904065534,34.80074437089938,36.61481382146529,2017-10-27 16:22:52
112,00:22:b0:75:7d:eb,,-1,-86.0,32.168002153986535,34.8038984847103,35.409772789470495,2017-10-27 16:24:14
113,82:2a:a8:b5:b7:1a,,-1,-82.0,32.16321957858628,34.806558480315196,28.849202631727557,2017-10-27 16:38:08
114,88:15:44:a8:8d:ef,,-1,-90.0,32.16388724,34.80666743,24.0,2017-10-27 16:38:08
115,f8:e9:03:12:ef:3b,ShapeDo,6,-67.0,32.10456646681556,35.209715589538774,688.3197200964214,2017-12-03 08:40:58
116,f8:e9:03:12:ef:3c,ShapeDo-5GHz,60,-75.0,32.10456656246841,35.2097133442177,688.4155839308952,2017-12-03 08:40:58
117,e4:d5:3d:7d:d6:a2,,-1,-90.0,32.167545782046275,34.80945163050974,31.154691410780785,2017-10-27 16:37:19
118,80:1f:02:5d:a4:b8,,-1,-81.0,32.16603745139361,34.81079134687681,28.3952716715056,2017-10-27 16:42:46
119,88:51:fb:08:ad:f3,,-1,-93.0,32.17265603,34.80149871,35.0,2017-10-27 16:22:12
120,1c:b9:c4:16:f1:4c,Ariel_University,36,-84.0,32.102144084227476,35.20911111556676,688.6222065320995,2017-12-03 08:41:44
121,1c:b9:c4:15:3a:2c,Ariel_University,36,-92.0,32.10533815076567,35.21187487697704,692.0554072332519,2017-12-03 08:39:37
122,a2:3d:cf:fb:0c:b8,,-1,-94.0,32.168001079999996,34.808983935,23.500000000000004,2017-10-27 16:44:22
123,b0:41:1d:28:79:04,,-1,-96.0,32.168232915000004,34.81113556,42.5,2017-10-27 16:16:22
124,c4:12:f5:84:50:40,,-1,-81.0,32.16796813195787,34.804259840902624,35.74847566677889,2017-10-27 16:24:58
125,84:18:3a:1c:c9:ac,,-1,-90.0,32.17065833,34.800725220000004,35.50000000000001,2017-10-27 16:23:05
126,e0:b9:a5:10:95:6b,,-1,-85.0,32.164376972659056,34.80697048331158,23.58564437194127,2017-10-27 16:38:05
127,fc:75:16:2d:b3:3c,,-1,-86.0,32.16802798557746,34.808790422704185,23.482862179277927,2017-10-27 16:44:07
128,b2:6c:ac:a0:7b:4d,magneto,11,-63.0,32.104675105848514,35.20990378699722,693.7714929155143,2017-12-03 08:45:12
129,74:da:38:a6:db:98,,-1,-90.0,32.17297854,34.81050125,32.0,2017-10-27 16:26:46
130,10:0d:7f:86:c9:7c,,-1,-78.0,32.16205867568232,34.809459890091816,21.10746351275625,2017-10-27 16:40:02
131,96:53:30:2e:18:a1,,-1,-90.0,32.16242017,34.80771262,20.0,2017-10-27 16:39:32
132,44:6e:e5:67:8d:4b,,-1,-83.0,32.16172678,34.8093232,30.0,2017-10-27 16:40:53
133,b4:5d:50:fb:7f:10,,-1,-88.0,32.16475405,34.81137867,33.0,2017-10-27 16:41:31
134,e8:1d:a8:03:91:0c,,-1,-90.0,32.17181691,34.80118949,37.0,2017-10-27 16:22:34
135,b4:5d:50:fb:7f:11,,-1,-87.0,32.16475405,34.81137867,33.0,2017-10-27 16:41:31
136,9e:93:4e:78:d6:3e,,-1,-87.0,32.166105321964494,34.810599343530015,33.53408650742415,2017-10-27 16:42:57
137,08:5b:0e:e8:53:eb,,-1,-91.0,32.1617306,34.80922516,13.0,2017-10-27 16:39:59
138,f0:7f:06:75:02:ec,,-1,-90.0,32.16557297,34.81155645,42.0,2017-10-27 16:41:49
139,84:80:2d:ed:43:e0,,-1,-87.0,32.16309668,34.810302254999996,29.0,2017-10-27 16:41:16
140,cc:b2:55:e8:4c:e6,,-1,-77.0,32.16712605376284,34.80799727036142,36.36913768604688,2017-10-27 16:37:15
141,f0:7f:06:75:02:ee,,-1,-84.0,32.165556,34.81155984,41.0,2017-10-27 16:41:43
142,f0:7f:06:75:02:ed,,-1,-83.0,32.16552854851433,34.811578323027405,40.52921478849177,2017-10-27 16:42:01
143,f0:7f:06:75:02:ef,,-1,-84.0,32.165528905,34.81158254500001,38.0,2017-10-27 16:41:49
144,1c:b9:c4:15:34:b8,Ariel_University,6,-92.0,32.10493191549645,35.21025667401684,692.7030958914264,2017-12-03 08:40:49
145,10:5a:f7:0f:7e:45,,-1,-87.0,32.17324726,34.80921234,39.0,2017-10-27 16:26:37
146,06:ae:db:ba:2d:35,,-1,-80.0,32.16844170700987,34.80113109184713,33.78763461734395,2017-10-27 16:20:52
147,fc:3f:db:7e:60:a6,,-1,-79.0,32.1687820622684,34.811670618192856,35.37501952819873,2017-10-27 16:15:37
148,00:78:9e:fb:30:e8,,-1,-90.0,32.1704695,34.80067669,29.0,2017-10-27 16:21:30
149,16:18:d6:cb:51:6c,,-1,-87.0,32.162855775,34.810159855,30.000000000000004,2017-10-27 16:41:13
150,1c:b9:c4:15:fd:e8,IT-MNG,11,-82.0,32.10536441805851,35.211861988275906,691.9330259393931,2017-12-03 08:39:28
151,28:c6:8e:37:ab:72,,-1,-81.0,32.16809294093609,34.80131240929974,31.48782257698762,2017-10-27 16:20:54
152,0c:f4:d5:5b:49:38,,-1,-91.0,32.168656236419935,34.80036217924286,25.96757609394169,2017-10-27 16:23:46
153,64:51:06:f6:8a:7f,,-1,-70.0,32.16498918,34.81150309,34.0,2017-10-27 16:41:34
154,1c:b9:c4:15:fd:ec,Ariel_University,40,-76.0,32.10528839806289,35.21182932844918,692.1746253436286,2017-12-03 08:39:34
155,6c:b0:ce:e8:2a:50,,-1,-81.0,32.169527805940405,34.80036660841353,33.59512903079505,2017-10-27 16:21:11
156,1c:b9:c4:95:fd:47,,-1,-87.0,32.10359785089592,35.20989394925082,709.4706362737105,2017-12-03 09:03:15
157,f8:ab:05:47:21:8f,,-1,-85.0,32.1725961225,34.80777736,45.24999999999999,2017-10-27 16:26:25
158,b2:6c:ac:a0:7b:55,magneto,52,-73.0,32.10466657926422,35.209806102448574,715.463716948273,2017-12-03 08:40:55
159,06:18:d6:a9:2d:cf,,-1,-93.0,32.16318171,34.80625562,29.0,2017-10-27 16:38:46
160,18:a6:f7:51:67:f8,,-1,-79.0,32.16604490835747,34.81059363925895,33.66864221736999,2017-10-27 16:42:04
161,f0:7f:06:75:02:e3,,-1,-89.0,32.16549778,34.81159538,40.0,2017-10-27 16:41:58
162,a0:4f:d4:3e:7c:31,,-1,-83.0,32.17125670959138,34.801023892943704,32.42070471609701,2017-10-27 16:21:42
163,cc:b2:55:e9:be:78,,-1,-87.0,32.16767541,34.8081139,25.0,2017-10-27 16:44:01
164,c0:ac:54:f7:c6:78,,-1,-86.0,32.169847545527226,34.80047703477743,33.069343547747984,2017-10-27 16:21:36
165,a0:ab:1b:60:b4:ca,,-1,-79.0,32.10220589,35.209548500000004,692.5,2017-12-03 08:51:01
166,80:1f:02:93:bc:b6,,-1,-84.0,32.17320507333333,34.809624709999994,42.333333333333336,2017-10-27 16:26:48
167,74:da:38:cc:d8:80,,-1,-92.0,32.16732594789923,34.80733685511606,28.985637761043396,2017-10-27 16:37:01
168,e4:8d:8c:7f:3d:0d,,-1,-77.0,32.16783417116173,34.80979819156325,23.10047557643634,2017-10-27 16:28:03
169,5a:b0:ce:33:a4:d6,,-1,-71.0,32.16815061439579,34.802555320024894,37.880776574318475,2017-10-27 16:25:06
170,fc:15:b4:aa:9e:57,,-1,-91.0,32.17215348140534,34.811985147277774,23.50362936813296,2017-10-27 16:27:27
171,c4:12:f5:fb:c0:3e,,-1,-90.0,32.170776454999995,34.811417829999996,17.5,2017-10-27 16:27:39
172,08:97:58:32:d1:b8,,-1,-79.0,32.17131248265612,34.80103534142545,33.14043250127534,2017-10-27 16:23:01
173,e8:1d:a8:03:91:48,,-1,-85.0,32.1714240903883,34.80107420980604,33.34419809314081,2017-10-27 16:22:03
174,0a:8d:cb:6e:71:6d,,-1,-83.0,32.16764389783639,34.80987264953978,38.02193840677007,2017-10-27 16:17:07
175,14:cc:20:76:cd:12,,-1,-89.0,32.17276208813912,34.81138985103475,31.933341562770025,2017-10-27 16:27:03
176,06:ae:db:c7:78:85,,-1,-82.0,32.165295112388975,34.81154591756459,36.048185776487664,2017-10-27 16:41:34
177,8e:15:54:ac:d4:e4,,-1,-79.0,32.16665222,34.8092036,31.0,2017-10-27 16:43:07
178,04:bd:88:01:59:a0,,-1,-82.0,32.16835363317638,34.80207276159333,35.49393961654301,2017-10-27 16:20:43
179,c0:ac:54:f7:82:21,,-1,-79.0,32.16809030195615,34.80452259445707,36.93494808379935,2017-10-27 16:19:50
180,7c:03:4c:ba:aa:42,,-1,-77.0,32.168395672915594,34.80154437452011,32.50645134437693,2017-10-27 16:20:37
181,a4:08:f5:20:72:6a,HOTFiber-3C40,1,-87.0,32.10286150768668,35.2076291986019,691.1036071541976,2017-12-03 08:37:42
182,1c:b9:c4:16:f1:98,,-1,-72.0,32.10232832705019,35.20897984640147,692.0599755201957,2017-12-03 08:46:03
183,d0:d4:12:67:a1:fa,,-1,-78.0,32.16844399436001,34.80110746039329,33.661394549970915,2017-10-27 16:20:54
184,d4:68:4d:39:3f:88,,-1,-85.0,32.1684013,34.80014633,27.0,2017-10-27 16:23:37
185,00:8c:54:8e:39:81,,-1,-96.0,32.16749167,34.80697148,39.0,2017-10-27 16:19:12
186,04:bd:88:e3:6f:f0,,-1,-89.0,32.162933606027465,34.80677992192981,20.549710100701862,2017-10-27 16:39:27
187,04:bd:88:e3:6f:f1,,-1,-88.0,32.162933728205296,34.80677973568674,20.550265210608423,2017-10-27 16:39:27
188,e8:1d:a8:03:91:58,,-1,-90.0,32.17237063,34.80149595,37.0,2017-10-27 16:22:00
189,e0:10:7f:49:1e:f8,,-1,-81.0,32.1617472,34.80915505,27.999999999999996,2017-10-27 16:40:19
190,d0:d4:12:65:19:a2,,-1,-90.0,32.168625895,34.810457405,18.0,2017-10-27 16:28:00
191,e2:91:f5:b6:ec:a8,,-1,-86.0,32.16796057335293,34.806372368398854,34.195042661154126,2017-10-27 16:25:40
192,62:a3:86:0a:53:52,,-1,-90.0,32.169521909527134,34.80036757599677,29.131112305212252,2017-10-27 16:23:28
193,f0:3e:90:0f:4c:b8,,-1,-79.0,32.16453056806061,34.807083048779155,23.087526865997727,2017-10-27 16:38:02
194,8c:0c:90:6e:16:88,,-1,-78.0,32.10410144904351,35.20905162700132,711.2205078384369,2017-12-03 08:50:19
195,6c:b0:ce:ab:5a:a1,,-1,-87.0,32.166996084768414,34.80848704025006,29.382010765978677,2017-10-27 16:19:06
196,f2:9f:c2:91:07:b0,,-1,-70.0,32.16610706222082,34.81057467590593,31.36864302476328,2017-10-27 16:42:58
197,14:ae:db:b5:94:35,,-1,-91.0,32.16795521067868,34.80919797499587,23.956526875369168,2017-10-27 16:44:25
198,50:57:a8:67:11:29,,-1,-89.0,32.164809905000006,34.811298845,35.5,2017-10-27 16:41:40
199,90:6c:ac:9f:f1:c5,,-1,-86.0,32.10454617342071,35.20969480878646,719.7039184118428,2017-12-03 08:45:36
200,30:b5:c2:bd:52:40,,-1,-74.0,32.16757043321947,34.80742285961192,28.330752689277478,2017-10-27 16:36:17
201,54:e6:fc:ce:18:97,,-1,-89.0,32.17065833,34.80072522,35.5,2017-10-27 16:23:05
202,e0:10:7f:49:1e:fc,,-1,-90.0,32.16280930446517,34.81000718201403,32.70825561592734,2017-10-27 16:39:53
203,04:bd:88:e3:6f:e0,,-1,-87.0,32.16295057057494,34.80661982504634,19.70676177865106,2017-10-27 16:38:49
204,04:bd:88:e3:6f:e1,,-1,-81.0,32.1629488823221,34.806582351303916,22.219556442469045,2017-10-27 16:38:25
205,00:0f:cb:b5:2e:78,,-1,-87.0,32.16838113391443,34.810334555918416,19.527911183184685,2017-10-27 16:28:03
206,f0:9f:c2:f1:c8:5f,,-1,-84.0,32.16285893663091,34.80806532916082,29.6345064884015,2017-10-27 16:38:44
207,f4:ec:38:ec:bc:36,,-1,-89.0,32.16550639,34.81160925,41.0,2017-10-27 16:41:46
208,74:da:38:b0:67:d6,,-1,-74.0,32.16570800915982,34.81121954723964,37.036190010764244,2017-10-27 16:41:49
209,90:6c:ac:9f:fb:27,Guest,36,-89.0,32.10462351954881,35.20927981913529,691.8878635232305,2017-12-03 08:38:52
210,20:0c:c8:2a:13:80,,-1,-89.0,32.170160214999996,34.806750105,28.499999999999996,2017-10-27 16:25:58
211,7c:b7:33:ea:b7:bd,,-1,-90.0,32.170160215,34.806750105000006,28.500000000000004,2017-10-27 16:25:58
212,fc:3f:db:a0:1b:94,,-1,-86.0,32.17256372,34.80146516,38.0,2017-10-27 16:22:13
213,c0:ac:54:f6:59:0d,,-1,-89.0,32.162144485,34.808329044999994,17.5,2017-10-27 16:39:44
214,90:6c:ac:9f:fb:1f,Guest,1,-69.0,32.104633183570584,35.209826811020726,687.7931169339068,2017-12-03 08:45:16
215,c8:d3:ff:85:13:95,,-1,-89.0,32.16173619,34.80920475,11.0,2017-10-27 16:40:50
216,08:97:58:33:74:72,,-1,-83.0,32.16832918666666,34.80230237666667,34.0,2017-10-27 16:20:46
217,30:e1:71:f0:7b:52,,-1,-74.0,32.168192587169216,34.80089094111562,30.822307515989795,2017-10-27 16:23:28
218,40:a5:ef:7a:17:f2,,-1,-72.0,32.102815905,35.209912175,694.4999999999999,2017-12-03 08:46:48
219,f0:7f:06:6e:00:50,,-1,-90.0,32.165556,34.81155984,41.0,2017-10-27 16:41:43
220,a0:ab:1b:5f:51:48,,-1,-85.0,32.16173265176164,34.809256799946546,22.7572984167279,2017-10-27 16:40:53
221,9c:d2:1e:04:e6:2c,HP-Print-2c-LaserJet 400 color,6,-91.0,32.10473133000001,35.21000489000001,687.0000000000001,2017-12-03 08:49:58
222,f0:7f:06:6e:00:53,,-1,-83.0,32.16557026,34.81155966,42.0,2017-10-27 16:42:04
223,ec:8c:a2:09:03:38,Ariel_University,1,-71.0,32.103056277987044,35.20771438528188,691.1238538480671,2017-12-03 08:37:36
224,e8:1d:a8:03:91:88,,-1,-84.0,32.17124066073707,34.80095347178597,38.18710134656272,2017-10-27 16:23:00
